Home_Team,Away_Team,Actual_Total,Closing_Total,Error,Abs_Error
Green Bay,Saint Louis,141,292.0,151.0,151.0
Kansas,Central Arkansas,117,234.0,117.0,117.0
Pacific,UC-Davis,143,284.0,141.0,141.0
Portland State,San Francisco,137,282.0,145.0,145.0
UT Arlington,Air Force,149,304.0,155.0,155.0
Arkansas,Lipscomb,135,256.0,121.0,121.0
Florida International,Trinity (FL),201,414.0,213.0,213.0
UMass,West Virginia,166,344.0,178.0,178.0
South Carolina,Charleston Southern,142,278.0,136.0,136.0
St. John's (NY),Villanova,97,198.0,101.0,101.0
Ole Miss,California,166,336.0,170.0,170.0
George Mason,Loyola (MD),116,234.0,118.0,118.0
Iona,St. Joseph's,141,278.0,137.0,137.0
Purdue Fort Wayne,Bethune-Cookman,149,292.0,143.0,143.0
Marshall,UNC Greensboro,137,274.0,137.0,137.0
Richmond,Charlotte,120,250.0,130.0,130.0
UNLV,Saint Mary's,136,276.0,140.0,140.0
Texas Tech,Vanderbilt,130,256.0,126.0,126.0
Wichita State,Southern Illinois,137,280.0,143.0,143.0
Xavier,Winthrop,134,244.0,110.0,110.0
Alabama A&M,Chattanooga,160,330.0,170.0,170.0
UC-Riverside,California Baptist,139,264.0,125.0,125.0
Florida State,SMU,125,246.0,121.0,121.0
Houston Christian,Champion Christian,179,348.0,169.0,169.0
Long Beach State,Pacific,176,340.0,164.0,164.0
Montana State,SAGU Amer. Indian Coll.,187,384.0,197.0,197.0
North Carolina A&T,Texas Southern,164,324.0,160.0,160.0
Cal Poly,Montana,132,266.0,134.0,134.0
Utah Tech,North Dakota,141,282.0,141.0,141.0
Grand Canyon,Portland,154,312.0,158.0,158.0
Utah State,Northern Colorado,132,264.0,132.0,132.0
TCU,Arizona State,138,266.0,128.0,128.0
UC-Irvine,South Dakota,199,406.0,207.0,207.0
Colorado State,UC-Irvine,132,260.0,128.0,128.0
Purdue,Jacksonville,157,300.0,143.0,143.0
UCLA,Hawaii,131,258.0,127.0,127.0
Houston,Texas State,109,230.0,121.0,121.0
Iowa,Loyola (IL),167,342.0,175.0,175.0
Long Beach State,USC,162,322.0,160.0,160.0
Colorado,Northern Colorado,134,266.0,132.0,132.0
Tennessee,Tarleton State,111,220.0,109.0,109.0
Louisville,Kentucky,171,360.0,189.0,189.0
Baylor,South Florida,123,250.0,127.0,127.0
Utah,Weber State,125,254.0,129.0,129.0
Notre Dame,Western Michigan,131,270.0,139.0,139.0
Virginia Tech,William & Mary,119,240.0,121.0,121.0
Marquette,Bucknell,106,210.0,104.0,104.0
Creighton,South Dakota State,104,206.0,102.0,102.0
Akron,Bellarmine,153,306.0,153.0,153.0
UCF,Florida A&M,125,250.0,125.0,125.0
Cornell,Marist,135,276.0,141.0,141.0
Dartmouth,Lafayette,112,224.0,112.0,112.0
Eastern Michigan,Hampton,141,288.0,147.0,147.0
Furman,South Carolina State,110,220.0,110.0,110.0
Indiana,North Alabama,149,298.0,149.0,149.0
Michigan State,Stony Brook,154,292.0,138.0,138.0
Monmouth,Manhattan,148,304.0,156.0,156.0
UNC Greensboro,Virginia-Lynchburg,192,386.0,194.0,194.0
Oakland,Miami (OH),134,276.0,142.0,142.0
Oregon State,Texas Tech,142,260.0,118.0,118.0
Rhode Island,Le Moyne,150,318.0,168.0,168.0
Temple,Northwestern,140,278.0,138.0,138.0
Wake Forest,Presbyterian,159,328.0,169.0,169.0
Arkansas-Pine Bluff,Ole Miss,109,210.0,101.0,101.0
Duquesne,Little Rock,115,236.0,121.0,121.0
UIC,Incarnate Word,133,258.0,125.0,125.0
Illinois State,Southeast Missouri State,149,292.0,143.0,143.0
Missouri State,Western Kentucky,137,290.0,153.0,153.0
Northern Illinois,Northern Iowa,139,276.0,137.0,137.0
South Alabama,Alabama A&M,150,302.0,152.0,152.0
Southeast Missouri State,Evansville,118,244.0,126.0,126.0
Tulane,Maine,125,254.0,129.0,129.0
Wisconsin,Eastern Illinois,140,282.0,142.0,142.0
BYU,Nevada,131,266.0,135.0,135.0
Denver,Saint Mary's,117,254.0,137.0,137.0
California,Louisiana-Monroe,134,268.0,134.0,134.0
Oregon,Kent State,154,310.0,156.0,156.0
Oregon State,Idaho State,133,274.0,141.0,141.0
Syracuse,Saint Francis (PA),128,266.0,138.0,138.0
Arkansas,UIC,124,258.0,134.0,134.0
Florida Atlantic,San Diego State,123,252.0,129.0,129.0
Purdue Fort Wayne,Aquinas,120,230.0,110.0,110.0
Kentucky,Lipscomb,167,348.0,181.0,181.0
New Hampshire,Wagner,125,240.0,115.0,115.0
Sacred Heart,Dartmouth,124,250.0,126.0,126.0
Western Carolina,Brescia,132,258.0,126.0,126.0
Youngstown State,Canisius,124,248.0,124.0,124.0
Appalachian State,Mercer,159,320.0,161.0,161.0
Ball State,Georgia,103,208.0,105.0,105.0
Charleston Southern,Kentucky Christian,182,368.0,186.0,186.0
College of Charleston,Radford,124,262.0,138.0,138.0
FDU,UNLV,130,264.0,134.0,134.0
Fordham,Central Connecticut,162,322.0,160.0,160.0
George Washington,Stonehill,101,210.0,109.0,109.0
Howard,Hofstra,107,224.0,117.0,117.0
La Salle,Villanova,134,258.0,124.0,124.0
LIU,Manhattan,121,248.0,127.0,127.0
Morehead State,Alice Lloyd,140,286.0,146.0,146.0
Wake Forest,Marshall,125,248.0,123.0,123.0
Yale,St. John's (NY),131,274.0,143.0,143.0
Butler,Ohio,118,234.0,116.0,116.0
Colgate,St. Bonaventure,103,208.0,105.0,105.0
Detroit Mercy,Florida A&M,138,274.0,136.0,136.0
East Carolina,Charleston Southern,121,242.0,121.0,121.0
Illinois,UTEP,152,294.0,142.0,142.0
Iona,Stony Brook,120,228.0,108.0,108.0
Kennesaw State,Providence,104,222.0,118.0,118.0
Mercer,Thomas University,173,338.0,165.0,165.0
New Mexico State,Troy,147,286.0,139.0,139.0
North Dakota,Drake,168,318.0,150.0,150.0
St. Joseph's,UAB,120,234.0,114.0,114.0
Tennessee State,UT-Southern,165,318.0,153.0,153.0
Charlotte,Davidson,139,292.0,153.0,153.0
Cincinnati,Siena,122,252.0,130.0,130.0
Delaware State,Delaware,135,264.0,129.0,129.0
George Washington,Alcorn State,154,328.0,174.0,174.0
Harvard,Holy Cross,146,300.0,154.0,154.0
La Salle,Rosemont,148,294.0,146.0,146.0
Lafayette,Quinnipiac,138,254.0,116.0,116.0
UNC Asheville,UNC Greensboro,143,306.0,163.0,163.0
UNC Wilmington,North Carolina Central,135,258.0,123.0,123.0
Sacramento State,Cal Poly,127,240.0,113.0,113.0
South Alabama,Louisiana Tech,102,212.0,110.0,110.0
SMU,Air Force,119,258.0,139.0,139.0
Texas Tech,UT Arlington,143,298.0,155.0,155.0
West Virginia,Niagara,155,314.0,159.0,159.0
Youngstown State,Navy,140,286.0,146.0,146.0
Little Rock,Jacksonville State,150,308.0,158.0,158.0
Austin Peay,Stephen F. Austin,122,250.0,128.0,128.0
Drexel,Cleveland State,128,258.0,130.0,130.0
Presbyterian,Eastern Washington,143,286.0,143.0,143.0
Temple,Nevada,136,272.0,136.0,136.0
Air Force,Northern Colorado,162,318.0,156.0,156.0
Cal State Bakersfield,Whittier,112,222.0,110.0,110.0
Cal State Northridge,Loyola Marymount,151,288.0,137.0,137.0
Minnesota,Lindenwood,145,290.0,145.0,145.0
Oregon,Oklahoma State,133,258.0,125.0,125.0
Southern Utah,Northern Arizona,151,292.0,141.0,141.0
Weber State,Park (AZ),129,260.0,131.0,131.0
Wyoming,Wright State,132,276.0,144.0,144.0
UC-San Diego,Montana,135,278.0,143.0,143.0
Old Dominion,TCU,198,382.0,184.0,184.0
Sacramento State,Bethesda University (CA),145,282.0,137.0,137.0
Virginia Tech,American,132,272.0,140.0,140.0
Akron,Gardner-Webb,184,360.0,176.0,176.0
Boston College,Lehigh,154,306.0,152.0,152.0
Cleveland State,Western Michigan,167,338.0,171.0,171.0
Ohio State,New Orleans,114,220.0,106.0,106.0
Rhode Island,New Hampshire,152,304.0,152.0,152.0
Virginia,Fordham,138,264.0,126.0,126.0
Appalachian State,UNC Asheville,139,272.0,133.0,133.0
Arkansas,Abilene Christian,156,314.0,158.0,158.0
Cal State Fullerton,Santa Clara,133,252.0,119.0,119.0
Central Michigan,Detroit Mercy,138,280.0,142.0,142.0
Coastal Carolina,North Carolina A&T,167,334.0,167.0,167.0
College of Charleston,St. Joseph's,171,346.0,175.0,175.0
Colorado,Utah Tech,169,340.0,171.0,171.0
Davidson,USC Upstate,121,254.0,133.0,133.0
FDU,Fairfield,161,324.0,163.0,163.0
Florida Gulf Coast,Southern Miss,140,276.0,136.0,136.0
Florida International,Maine,156,314.0,158.0,158.0
Green Bay,Milwaukee Engineering,125,254.0,129.0,129.0
Hampton,St. Peter's,127,254.0,127.0,127.0
High Point,Campbell,95,190.0,95.0,95.0
Iona,Colgate,150,294.0,144.0,144.0
IU Indianapolis,Defiance,157,308.0,151.0,151.0
Marshall,UNC Wilmington,147,282.0,135.0,135.0
Norfolk State,South Dakota State,149,312.0,163.0,163.0
North Alabama,Tennessee Tech,145,280.0,135.0,135.0
Penn State,Le Moyne,127,248.0,121.0,121.0
Pepperdine,William & Mary,130,254.0,124.0,124.0
Richmond,Buffalo,138,284.0,146.0,146.0
Richmond,Chattanooga,124,246.0,122.0,122.0
San Diego,Boise State,116,242.0,126.0,126.0
Syracuse,Niagara,154,302.0,148.0,148.0
Texas Southern,Samford,152,306.0,154.0,154.0
Troy,Eastern Kentucky,169,330.0,161.0,161.0
Arkansas State,UT-Martin,129,276.0,147.0,147.0
Bradley,SIU-Edwardsville,139,268.0,129.0,129.0
UC-Riverside,Idaho,149,300.0,151.0,151.0
Iowa State,Eastern Illinois,128,262.0,134.0,134.0
Kansas State,Wichita State,129,262.0,133.0,133.0
Miami (FL),Stonehill,156,310.0,154.0,154.0
Minnesota,Ball State,143,284.0,141.0,141.0
Missouri,Kansas City,127,254.0,127.0,127.0
St. Thomas,Wisconsin-River Falls,155,308.0,153.0,153.0
UTSA,Army,116,240.0,124.0,124.0
Utah Valley,Sam Houston,142,302.0,160.0,160.0
Western Illinois,Cornell (IA),171,338.0,167.0,167.0
UC-Davis,UC-Merced,137,262.0,125.0,125.0
Coastal Carolina,Michigan State,171,342.0,171.0,171.0
LSU,Lamar,153,328.0,175.0,175.0
UMass,Georgia Tech,143,280.0,137.0,137.0
Montana State,North Texas,129,272.0,143.0,143.0
San Diego State,Stanford,134,282.0,148.0,148.0
UTEP,Wyoming,145,286.0,141.0,141.0
Washington,Eastern Washington,139,282.0,143.0,143.0
Cal Poly,Omaha,119,252.0,133.0,133.0
UNLV,Hofstra,130,256.0,126.0,126.0
Saint Mary's,Northern Kentucky,148,294.0,146.0,146.0
San Diego,South Dakota,135,266.0,131.0,131.0
Washington State,Boise State,127,246.0,119.0,119.0
Hawaii,Portland,125,244.0,119.0,119.0
Virginia,NC State,133,256.0,123.0,123.0
Stanford,Arizona,182,364.0,182.0,182.0
Stanford,Morgan State,136,266.0,130.0,130.0
Oklahoma,Monmouth,128,258.0,130.0,130.0
Syracuse,Notre Dame,167,320.0,153.0,153.0
Virginia Tech,Pitt,132,266.0,134.0,134.0
UConn,Marquette,159,326.0,167.0,167.0
Indiana,Illinois,148,280.0,132.0,132.0
Miami (FL),Louisville,149,302.0,153.0,153.0
Florida State,Wake Forest,134,278.0,144.0,144.0
UNC,Clemson,158,306.0,148.0,148.0
Ole Miss,Bryant,173,360.0,187.0,187.0
Hawaii,Cal State Fullerton,124,252.0,128.0,128.0
Texas A&M,East Texas A&M,150,294.0,144.0,144.0
Vanderbilt,Radford,133,266.0,133.0,133.0
Robert Morris,Wright State,157,318.0,161.0,161.0
Youngstown State,IU Indianapolis,114,228.0,114.0,114.0
Furman,North Carolina Central,136,276.0,140.0,140.0
Green Bay,Robert Morris,139,270.0,131.0,131.0
Iowa State,New Hampshire,155,312.0,157.0,157.0
Kentucky,Samford,131,250.0,119.0,119.0
Lindenwood,Southern Indiana,139,278.0,139.0,139.0
UMass-Lowell,Emerson,164,320.0,156.0,156.0
NJIT,LIU,112,218.0,106.0,106.0
Penn,Gwynedd-Mercy,123,256.0,133.0,133.0
Sacred Heart,Mercy,114,238.0,124.0,124.0
Arkansas,Incarnate Word,115,236.0,121.0,121.0
Colorado,Washington State,141,272.0,131.0,131.0
Delaware,Harvard,146,290.0,144.0,144.0
Duke,Boston College,155,320.0,165.0,165.0
Hofstra,Manhattan,98,198.0,100.0,100.0
Purdue Fort Wayne,Detroit Mercy,147,314.0,167.0,167.0
IU Indianapolis,Cleveland State,163,330.0,167.0,167.0
Le Moyne,Princeton,121,244.0,123.0,123.0
Liberty,Tennessee,145,288.0,143.0,143.0
Longwood,Norfolk State,135,272.0,137.0,137.0
McNeese State,Arkansas-Pine Bluff,190,378.0,188.0,188.0
Nebraska,Maryland,168,342.0,174.0,174.0
North Dakota,South Dakota State,127,262.0,135.0,135.0
Presbyterian,Columbia International,115,224.0,109.0,109.0
Southeast Missouri State,Morehead State,125,238.0,113.0,113.0
SIU-Edwardsville,Western Illinois,156,296.0,140.0,140.0
Troy,Georgia State,179,362.0,183.0,183.0
Youngstown State,Oakland,169,328.0,159.0,159.0
Alabama,Mississippi Valley State,117,216.0,99.0,99.0
Auburn,North Alabama,137,278.0,141.0,141.0
Milwaukee,Wright State,174,370.0,196.0,196.0
Mississippi State,Bethune-Cookman,147,294.0,147.0,147.0
Kansas City,St. Thomas,123,254.0,131.0,131.0
Omaha,South Dakota,148,296.0,148.0,148.0
UNLV,Carroll (MT),138,276.0,138.0,138.0
Oklahoma State,South Carolina State,156,320.0,164.0,164.0
Oral Roberts,Denver,159,316.0,157.0,157.0
South Dakota,Omaha,118,238.0,120.0,120.0
South Dakota State,North Dakota,141,284.0,143.0,143.0
Southern,Ecclesia,157,308.0,151.0,151.0
St. Thomas,Kansas City,133,274.0,141.0,141.0
Arizona,Seattle,141,280.0,139.0,139.0
Montana State,Weber State,100,194.0,94.0,94.0
Montana,Idaho State,121,246.0,125.0,125.0
San Diego,Westcliff,143,278.0,135.0,135.0
Denver,Oral Roberts,175,350.0,175.0,175.0
DePaul,Georgetown,128,256.0,128.0,128.0
Jacksonville State,Trevecca Nazarene,174,358.0,184.0,184.0
Oregon State,Oregon,103,210.0,107.0,107.0
Pacific,Columbia,168,336.0,168.0,168.0
NJIT,Morgan State,122,250.0,128.0,128.0
Utah,Washington,185,382.0,197.0,197.0
California,Arizona State,140,284.0,144.0,144.0
Purdue,Illinois,161,322.0,161.0,161.0
UCLA,Oregon,124,236.0,112.0,112.0
Butler,UConn,169,328.0,159.0,159.0
Rutgers,Iowa,172,342.0,170.0,170.0
Arizona,Colorado,149,292.0,143.0,143.0
Stanford,Washington State,139,276.0,137.0,137.0
USC,Oregon State,110,220.0,110.0,110.0
Arizona State,Utah,99,202.0,103.0,103.0
Northwestern,Ohio State,150,300.0,150.0,150.0
Drexel,Hampton,129,262.0,133.0,133.0
Manhattan,Niagara,148,296.0,148.0,148.0
Monmouth,William & Mary,136,256.0,120.0,120.0
Stony Brook,Campbell,116,224.0,108.0,108.0
North Carolina A&T,College of Charleston,121,240.0,119.0,119.0
Elon,Towson,111,212.0,101.0,101.0
Hofstra,UNC Wilmington,136,278.0,142.0,142.0
Mount St. Mary's,Canisius,143,300.0,157.0,157.0
Northeastern,Delaware,159,328.0,169.0,169.0
Northern Kentucky,Green Bay,142,282.0,140.0,140.0
Quinnipiac,Rider,172,356.0,184.0,184.0
St. Peter's,Iona,126,254.0,128.0,128.0
Samford,Cumberland,124,246.0,122.0,122.0
Siena,Fairfield,162,318.0,156.0,156.0
Toledo,Miami (OH),132,262.0,130.0,130.0
Wright State,Milwaukee,147,290.0,143.0,143.0
Akron,Bowling Green State,150,302.0,152.0,152.0
California,Washington,127,256.0,129.0,129.0
San Jose State,Boise State,147,294.0,147.0,147.0
Purdue,Iowa,167,338.0,171.0,171.0
UCF,Kansas,125,260.0,135.0,135.0
Kansas,Baylor,153,314.0,161.0,161.0
Xavier,UConn,155,298.0,143.0,143.0
Mississippi State,Tennessee,149,276.0,127.0,127.0
NC State,UNC,121,250.0,129.0,129.0
TCU,Oklahoma,151,290.0,139.0,139.0
Texas,TCU,132,262.0,130.0,130.0
Marquette,Butler,131,252.0,121.0,121.0
Kansas State,Oklahoma,131,246.0,115.0,115.0
Memphis,UTSA,208,420.0,212.0,212.0
UConn,Providence,126,258.0,132.0,132.0
Indiana,Penn State,142,280.0,138.0,138.0
Ohio State,Wisconsin,131,240.0,109.0,109.0
Virginia Tech,Clemson,159,314.0,155.0,155.0
Creighton,Butler,142,288.0,146.0,146.0
Iowa State,West Virginia,138,264.0,126.0,126.0
UNLV,San Jose State,146,294.0,148.0,148.0
Akron,Central Michigan,132,264.0,132.0,132.0
Army,Loyola (MD),136,276.0,140.0,140.0
Bowling Green State,Eastern Michigan,126,254.0,128.0,128.0
Charleston Southern,Gardner-Webb,144,280.0,136.0,136.0
Florida Atlantic,UTSA,133,276.0,143.0,143.0
George Washington,Duquesne,125,248.0,123.0,123.0
Richmond,UMass,144,288.0,144.0,144.0
St. John's (NY),Providence,148,288.0,140.0,140.0
Temple,East Carolina,135,266.0,131.0,131.0
VCU,Fordham,111,214.0,103.0,103.0
Wofford,Mercer,147,292.0,145.0,145.0
Belmont,Illinois State,127,268.0,141.0,141.0
Bradley,Evansville,136,260.0,124.0,124.0
Drake,Indiana State,167,320.0,153.0,153.0
Houston,BYU,148,308.0,160.0,160.0
Missouri State,Murray State,130,258.0,128.0,128.0
Saint Louis,St. Joseph's,173,340.0,167.0,167.0
Sam Houston,Western Kentucky,152,312.0,160.0,160.0
Valparaiso,Southern Illinois,145,284.0,139.0,139.0
Wisconsin,Northwestern,143,302.0,159.0,159.0
New Mexico,Utah State,138,282.0,144.0,144.0
Wyoming,San Diego State,127,250.0,123.0,123.0
American,Boston University,178,374.0,196.0,196.0
IU Indianapolis,Green Bay,126,246.0,120.0,120.0
Navy,Holy Cross,123,252.0,129.0,129.0
Ball State,Buffalo,129,260.0,131.0,131.0
Bucknell,Lehigh,132,276.0,144.0,144.0
Cincinnati,UCF,127,268.0,141.0,141.0
Coastal Carolina,Old Dominion,128,256.0,128.0,128.0
East Carolina,UAB,137,268.0,131.0,131.0
Lafayette,Colgate,104,212.0,108.0,108.0
UNC Asheville,High Point,114,222.0,108.0,108.0
Penn State,Northwestern,148,314.0,166.0,166.0
Troy,Louisiana,134,270.0,136.0,136.0
Winthrop,Presbyterian,102,200.0,98.0,98.0
Youngstown State,Purdue Fort Wayne,178,358.0,180.0,180.0
Boston University,American,140,268.0,128.0,128.0
Charlotte,Tulsa,160,312.0,152.0,152.0
Chattanooga,Mercer,123,256.0,133.0,133.0
Cleveland State,Detroit Mercy,127,248.0,121.0,121.0
Colgate,Lafayette,133,258.0,125.0,125.0
ETSU,Western Carolina,146,296.0,150.0,150.0
FDU,Chicago State,149,308.0,159.0,159.0
Furman,The Citadel,150,306.0,156.0,156.0
Gardner-Webb,Charleston Southern,160,328.0,168.0,168.0
George Mason,Davidson,120,234.0,114.0,114.0
High Point,UNC Asheville,163,314.0,151.0,151.0
Holy Cross,Navy,150,312.0,162.0,162.0
Illinois State,Southern Illinois,119,236.0,117.0,117.0
Purdue Fort Wayne,Oakland,138,274.0,136.0,136.0
Jacksonville State,Liberty,141,294.0,153.0,153.0
Kennesaw State,Stetson,158,320.0,162.0,162.0
Lehigh,Bucknell,166,336.0,170.0,170.0
Liberty,Jacksonville State,112,242.0,130.0,130.0
Louisiana Tech,Middle Tennessee,125,244.0,119.0,119.0
Loyola (IL),Rhode Island,117,242.0,125.0,125.0
Loyola (MD),Army,100,200.0,100.0,100.0
Marshall,Georgia Southern,153,308.0,155.0,155.0
UMass,La Salle,146,304.0,158.0,158.0
Miami (FL),Louisville,151,306.0,155.0,155.0
Miami (OH),Kent State,107,218.0,111.0,111.0
Oakland,Northern Kentucky,135,280.0,145.0,145.0
Ohio,Northern Illinois,129,254.0,125.0,125.0
Oklahoma State,Texas Tech,129,250.0,121.0,121.0
Presbyterian,Winthrop,152,296.0,144.0,144.0
Queens (NC),Florida Gulf Coast,153,290.0,137.0,137.0
Radford,Longwood,123,264.0,141.0,141.0
Robert Morris,Wright State,177,344.0,167.0,167.0
South Florida,Tulsa,120,238.0,118.0,118.0
St. Bonaventure,La Salle,146,290.0,144.0,144.0
Toledo,Western Michigan,137,276.0,139.0,139.0
Villanova,Georgetown,104,214.0,110.0,110.0
Western Kentucky,Sam Houston,136,280.0,144.0,144.0
Chicago State,Kuyper College,142,280.0,138.0,138.0
Northern Iowa,UIC,126,250.0,124.0,124.0
Fresno State,Colorado State,116,234.0,118.0,118.0
Georgia,Arkansas,142,282.0,140.0,140.0
Ole Miss,Florida,188,390.0,202.0,202.0
Nevada,Air Force,146,296.0,150.0,150.0
Syracuse,Boston College,128,262.0,134.0,134.0
USC,Washington State,136,278.0,142.0,142.0
California,Colorado,160,330.0,170.0,170.0
South Carolina,Kentucky,134,270.0,136.0,136.0
Marquette,Villanova,161,310.0,149.0,149.0
Dartmouth,Princeton,103,210.0,107.0,107.0
Florida A&M,Grambling,173,340.0,167.0,167.0
Howard,Morehouse,150,296.0,146.0,146.0
Merrimack,Central Connecticut,124,252.0,128.0,128.0
Penn,Cornell,121,252.0,131.0,131.0
Princeton,Dartmouth,134,268.0,134.0,134.0
St. Joseph's,La Salle,144,290.0,146.0,146.0
Stetson,Chicago State,147,308.0,161.0,161.0
Stonehill,Wagner,111,224.0,113.0,113.0
Nicholls State,New Orleans,153,328.0,175.0,175.0
Texas Southern,Mississippi Valley State,154,312.0,158.0,158.0
Canisius,Fairfield,151,288.0,137.0,137.0
Michigan,Ohio State,138,282.0,144.0,144.0
Niagara,Siena,181,366.0,185.0,185.0
Wagner,Stonehill,118,246.0,128.0,128.0
Chicago State,LIU,124,254.0,130.0,130.0
Columbia,Yale,140,278.0,138.0,138.0
Cornell,Penn,137,264.0,127.0,127.0
FDU,Saint Francis (PA),118,234.0,116.0,116.0
George Washington,George Mason,137,266.0,129.0,129.0
Harvard,Brown,146,288.0,142.0,142.0
Sacred Heart,Le Moyne,116,238.0,122.0,122.0
Brown,Harvard,132,278.0,146.0,146.0
Central Connecticut,Merrimack,145,294.0,149.0,149.0
Alabama State,Alabama A&M,115,220.0,105.0,105.0
Bethune-Cookman,Southern,137,278.0,141.0,141.0
Minnesota,Iowa,163,336.0,173.0,173.0
Boston College,Notre Dame,122,238.0,116.0,116.0
Le Moyne,Sacred Heart,153,304.0,151.0,151.0
Loyola (MD),American,118,236.0,118.0,118.0
Norfolk State,Virginia-Lynchburg,191,376.0,185.0,185.0
Northwestern State,Houston Christian,133,272.0,139.0,139.0
Saint Francis (PA),FDU,152,302.0,150.0,150.0
Southeastern Louisiana,Texas A&M-Corpus Christi,141,286.0,145.0,145.0
Yale,Columbia,159,310.0,151.0,151.0
McNeese State,Lamar,157,310.0,153.0,153.0
Hampton,North Carolina A&T,161,328.0,167.0,167.0
Villanova,UConn,131,258.0,127.0,127.0
Iowa,Purdue,154,322.0,168.0,168.0
West Virginia,Kansas,176,348.0,172.0,172.0
Boston College,UNC,142,286.0,144.0,144.0
Houston,UCF,99,206.0,107.0,107.0
Tennessee,Alabama,162,312.0,150.0,150.0
Kansas State,Kansas,127,240.0,113.0,113.0
Duke,Pitt,156,300.0,144.0,144.0
Kentucky,Georgia,201,412.0,211.0,211.0
Texas,Baylor,148,292.0,144.0,144.0
UConn,DePaul,139,300.0,161.0,161.0
Oklahoma State,Texas,142,280.0,138.0,138.0
Baylor,UCF,151,304.0,153.0,153.0
Arizona,UCLA,148,310.0,162.0,162.0
Auburn,Ole Miss,141,300.0,159.0,159.0
Cincinnati,Oklahoma,134,286.0,152.0,152.0
Utah State,Fresno State,145,300.0,155.0,155.0
St. John's (NY),Marquette,145,298.0,153.0,153.0
Gonzaga,Saint Mary's,149,304.0,155.0,155.0
Seton Hall,Creighton,191,388.0,197.0,197.0
TCU,Iowa State,145,286.0,141.0,141.0
Texas Tech,BYU,163,320.0,157.0,157.0
Dayton,Rhode Island,158,316.0,158.0,158.0
UNLV,New Mexico,135,268.0,133.0,133.0
Akron,Kent State,129,254.0,125.0,125.0
Albany (NY),Bryant,187,380.0,193.0,193.0
Dartmouth,Yale,127,262.0,135.0,135.0
Elon,Northeastern,156,312.0,156.0,156.0
George Mason,St. Bonaventure,129,270.0,141.0,141.0
George Washington,Saint Louis,122,234.0,112.0,112.0
Marshall,Coastal Carolina,182,362.0,180.0,180.0
UMass,George Washington,148,290.0,142.0,142.0
Mercer,Western Carolina,122,228.0,106.0,106.0
Monmouth,Hampton,162,324.0,162.0,162.0
Navy,Army,117,232.0,115.0,115.0
NJIT,Maine,134,280.0,146.0,146.0
Oakland,Green Bay,164,334.0,170.0,170.0
Richmond,Dayton,111,214.0,103.0,103.0
Syracuse,Miami (FL),141,298.0,157.0,157.0
Temple,Rice,135,280.0,145.0,145.0
VCU,La Salle,116,236.0,120.0,120.0
VMI,The Citadel,133,264.0,131.0,131.0
Wake Forest,Louisville,155,302.0,147.0,147.0
UAB,East Carolina,130,256.0,126.0,126.0
Alcorn State,Texas Southern,133,276.0,143.0,143.0
Arkansas-Pine Bluff,Florida A&M,196,408.0,212.0,212.0
Austin Peay,Central Arkansas,165,344.0,179.0,179.0
Bradley,Belmont,167,330.0,163.0,163.0
Drake,Evansville,145,280.0,135.0,135.0
Houston,Oklahoma,136,274.0,138.0,138.0
LSU,Texas A&M,142,268.0,126.0,126.0
Memphis,Florida Atlantic,132,266.0,134.0,134.0
Middle Tennessee,New Mexico State,133,264.0,131.0,131.0
Minnesota,Michigan State,119,234.0,115.0,115.0
Mississippi Valley State,Bethune-Cookman,144,274.0,130.0,130.0
Missouri,Florida,146,296.0,150.0,150.0
Missouri State,Illinois State,129,254.0,125.0,125.0
Samford,UNC Greensboro,115,220.0,105.0,105.0
South Alabama,Louisiana,167,310.0,143.0,143.0
South Alabama,Georgia State,120,240.0,120.0,120.0
Southern Miss,Troy,127,270.0,143.0,143.0
Texas A&M-Corpus Christi,Nicholls State,128,270.0,142.0,142.0
Valparaiso,UIC,161,318.0,157.0,157.0
Boise State,Utah State,117,228.0,111.0,111.0
BYU,Texas Tech,106,216.0,110.0,110.0
Nebraska,Northwestern,144,280.0,136.0,136.0
New Mexico State,Middle Tennessee,135,272.0,137.0,137.0
Wyoming,Nevada,191,388.0,197.0,197.0
Wyoming,Colorado State,130,270.0,140.0,140.0
California Baptist,Southern Utah,160,320.0,160.0,160.0
UCSB,Cal State Fullerton,142,282.0,140.0,140.0
Eastern Washington,Idaho State,114,220.0,106.0,106.0
Pepperdine,Loyola Marymount,129,250.0,121.0,121.0
San Francisco,Saint Mary's,137,272.0,135.0,135.0
Santa Clara,Portland,187,378.0,191.0,191.0
IU Indianapolis,Robert Morris,143,294.0,151.0,151.0
New Hampshire,UMBC,93,180.0,87.0,87.0
NC State,Virginia Tech,162,336.0,174.0,174.0
Ohio State,Penn State,146,290.0,144.0,144.0
Robert Morris,Purdue Fort Wayne,100,200.0,100.0,100.0
Arkansas,South Carolina,141,276.0,135.0,135.0
Bellarmine,Central Arkansas,132,244.0,112.0,112.0
Boise State,San Diego State,133,274.0,141.0,141.0
Canisius,Manhattan,113,232.0,119.0,119.0
Detroit Mercy,Milwaukee,106,210.0,104.0,104.0
Fordham,Loyola (IL),126,252.0,126.0,126.0
Gardner-Webb,Winthrop,153,310.0,157.0,157.0
Maine,NJIT,120,226.0,106.0,106.0
UMBC,New Hampshire,122,240.0,118.0,118.0
Maryland,Illinois,172,350.0,178.0,178.0
UMass-Lowell,Binghamton,135,260.0,125.0,125.0
Miami (OH),Bowling Green State,103,208.0,105.0,105.0
